index	biography	name	fullName
2939	LEWIS, DAVID	LEWIS, DAVID	David Lewis
2940	LEWIS, GEORGE	LEWIS, GEORGE	George Lewis
2941	LEWIS, HENRY GRESWOLDE (1753-1829) of Malvern Hall, War.; o. s. of David Lewis; m. Hon. Charlotte Bridgeman, dau. of 1st B. Bradford.	LEWIS, HENRY GRESWOLDE	Henry Greswolde Lewis
2942	LEWIS, JAMES (c.1751-1820), architect; b. Brecon; published Original Designs in Architecture [1779-80, 1797]; founder-member of Architects' Club 1791; surveyor to Christ's Hospital 1792-1816, and Bridewell and Bethlehem Hospitals 1793-1817.	LEWIS, JAMES	James Lewis
2943	LEWIS, THOMAS, possibly Thomas Lewis, c.1661-1732, of St Pierre, Mon.; Ch.Ch. Oxf. 1678; MP 1713, 1715-22; see Sir Thomas Morgan.	LEWIS, THOMAS, possibly Thomas Lewis, c.1661-1732, of St Pierre, Mon.	Thomas Lewis
2944	LEWIS, THOMAS	LEWIS, THOMAS	Thomas Lewis
2945	LEWIS	LEWIS	Lewis
2946	LEWISHAM, GEORGE LEGGE, VISCOUNT (1755-1810), e. s. of 2nd E. of Dartmouth; educ. Harrow and Ch.Ch. Oxf. 1771; MP 1778-84; m. 1782 Ldy. Frances Finch, dau. of 3rd E. of Aylesford; FRS 1781; FSA 1784; suc. fa. 1801 as 3rd E.; KG 1805.	LEWISHAM, GEORGE LEGGE, VISCOUNT	George Legge, Viscount Lewisham
2947	LEYCESTER, HUGH (1748-1836) of Spring Gardens, Mx., 4th s. of Ralph Leycester of Toft Hall, Ches.; educ. Eton and King's Camb. 1767; M.Temple 1769, called 1775; LLD 1782; MP 1802-12; unm.; see Charles Abbot.	LEYCESTER, HUGH	Hugh Leycester
2948	LEYCESTER, OSWALD (1752-1846), 5th s. of Ralph Leycester of Toft Hall, Ches.; King's Camb. 1769; rect. of Stoke-on-Tern, Salop, 1806-16; see John Thomas Stanley.	LEYCESTER, OSWALD	Oswald Leycester
2949	LEYDEL, painter.	LEYDEL, painter.	Leydel
2950	LICHFIELD, 3RD EARL OF, see George, Viscount Quarendon	LICHFIELD, 3RD EARL OF	3rd Earl Of Lichfield
2951	LIDDELL, SIR HENRY, 4TH BT. (1708-84) of Ravensworth Castle, Durham, e. s. of Thomas Liddell; suc. gd.-fa. 1723 as 4th Bt.; Peterhouse Camb. 1725; MP 1734-47; m. 1735 Anne Delme; Dilettanti 1736; cr. B. Ravensworth 1747.	LIDDELL, SIR HENRY, 4TH BT.	Sir Henry, 4th Bt. Liddell
2952	LIDDELL, RICHARD (c.1694-1746) of Wakehurst Place, Sx., e. s. of Dennis Liddell; Ch.Ch. Oxf. 1712; I.Temple 1712; MP 1741, 1742-6; possibly Dilettanti 1742; unm.	LIDDELL, RICHARD	Richard Liddell
2953	LILE	LILE	Lile
2954	LIMERICK, 1ST EARL OF, see Edmond Pery	LIMERICK, 1ST EARL OF	1st Earl Of Limerick
2955	LIMERICK, VISCOUNT, see James Hamilton (c.1691-1758)	LIMERICK, VISCOUNT	Viscount Limerick
2956	LINCOLN, HENRY FIENNES CLINTON, 9TH EARL OF (1720-1794), 2nd s. of 7th E. of Lincoln; suc. bro. 1730 as 9th E. of Lincoln; educ. Eton and Clare, Camb. 1737; KG 1752; m. 1744 Catherine Pelham; FRS 1747; suc. uncle 1768 as 2nd D. of Newcastle.	LINCOLN, HENRY FIENNES CLINTON, 9TH EARL OF	Henry Fiennes Clinton, 9th Earl Of Lincoln
2957	LINCOLN, HENRY FIENNES PELHAM-CLINTON, LORD (1750-78), 1st. surv. s. of 2nd D. of Newcastle; sty. Ld. Clinton 1752-68 and Ld. Lincoln 1768-78; educ. Eton; MP 1772-8; m. 1775 Ldy. Frances Seymour-Conway, dau. of 1st M. of Hertford.	LINCOLN, HENRY FIENNES PELHAM-CLINTON, LORD	Henry Fiennes Pelham-Clinton, Lord Lincoln
2958	LIND, ALEXANDER, see Theophilus, 9th Earl of Huntingdon	LIND, ALEXANDER	Alexander Lind
2959	LIND	LIND	Lind
2960	LINDSAY, SIR JOHN (1737-88), yr. s. of Sir Alexander Lindsay, 3rd Bt. of Evelick, Perth.; naval officer, capt. 1757, c.-in-c. Mediterranean fleet 1783, r.-adml. 1787; Kt. 1763; MP 1767-8; m. Mary Milner; KB 1770.	LINDSAY, SIR JOHN	Sir John Lindsay
2961	LINDSAY, MRS, see John, 4th Baron Bellew	LINDSAY, MRS	Mrs Lindsay
2962	LINDSAY	LINDSAY	Lindsay
2963	LINIERE, GABRIEL, travelling tutor.	LINIERE, GABRIEL, travelling tutor.	Gabriel Liniere
2964	LINLEY, THOMAS (1756-78), violinist and composer, of Bath, s. of Thomas Linley.	LINLEY, THOMAS	Thomas Linley
2965	LINLITHGOW, JAMES LIVINGSTON, 5TH EARL OF (d. 1723), o. s. of 3rd E. of Callendar [S]; sty. Ld. Livingston 1685-92 when suc. fa. as 4th E.; suc. uncle. 1695 as 5th E. of Linlithgow [S]; m. 1707 Ldy. Margaret Hay, dau. of 12th E. of Erroll [S]; attainted 1716; d. Rome.	LINLITHGOW, JAMES LIVINGSTON, 5TH EARL OF	James Livingston, 5th Earl Of Linlithgow
2966	LINTON, CHARLES STEWART, LORD (1697- 1764), e. s. of 4th E. of Traquair [S]; sty. Ld. Linton -1741 when suc. fa. as 5th E.; educ. Paris 1715-17; imprisoned as a Jacobite 1746-8, released without trial; m. 1746 Theresa Conyers.	LINTON, CHARLES STEWART, LORD	Charles Stewart, Lord Linton
2967	LIPYEATT, REV. JONATHAN (c.1723-1812), yr. s. of Thomas Lipyeatt of Marlborough, Wilts; St John's Camb. 1737; ord. 1744; rect. of Meesden, Herts, 1756-81, and Great Hallingbury, Essex, 1781-1812.	LIPYEATT, REV. JONATHAN	Rev. Jonathan Lipyeatt
2968	LIPYEATT, REV. THOMAS (d. 1781), o. s. of Thomas Lipyeatt of Marlborough, Wilts; St John's Camb. 1727, and fell. 1743-53; ordained 1734; BD 1743; held successive livings in Wilts., Herts., Suff., Camb. and Essex.	LIPYEATT, REV. THOMAS	Rev. Thomas Lipyeatt
2969	LISLE, CHARLES C. (d. 1721); Oxf. 1702.	LISLE, CHARLES C.	Charles C. Lisle
2970	LISLE, SAMUEL	LISLE, SAMUEL	Samuel Lisle
2971	LISLE, THOMAS	LISLE, THOMAS	Thomas Lisle
2972	LISMORE, DANIEL O'BRIEN, 1ST EARL OF (c.1683-1759), s. of Maj.-Gen. Morough O'Brien of Carrisgogunnell, Limerick; bap. in Perpignan; served in French army 1694-; m. before 1736 Margaret O'Brien; Jacobite amb. Paris 1722-47; cr. B. of Castle Lyons [J] 1726, E. of Lismore [J] 1746; KG [J] 1747; d. Rome.	LISMORE, DANIEL O	Daniel O'brien Lismore
2973	LISMORE, JAMES DANIEL O'BRIEN, 2ND EARL OF (1736-c.1789), o. s. of 1st E. of Lismore [J]; b. Paris; suc. fa. 1759 as 2nd E.; served in French army and with Elector of Bavaria; unm.	LISMORE, JAMES DANIEL O	James Daniel O'brien Lismore
2974	LISSETT, RICHARD	LISSETT, RICHARD	Richard Lissett
2975	LISTER, MATTHEW, merchant.	LISTER, MATTHEW, merchant.	Matthew Lister
2976	LISTER	LISTER	Lister
2977	LISTON, ROBERT (1742-1836), diplomat, 2nd s. of Patrick Liston of Torbanehill, W. Lothian; Edinburgh U.; sec. Munich, Ratisbon and Berlin 1774-82; env.extra. Madrid 1783-8, Stockholm 1788-93, The Hague 1803-4; amb.extra. Constantinople 1793-6 and 1811- 21; min.plen. Washington 1796-1802; m. 1796 Henrietta Marchant; GCB 1816.	LISTON, ROBERT	Robert Liston
2978	LITTLEDALE, JOSEPH, merchant.	LITTLEDALE, JOSEPH, merchant.	Joseph Littledale
2979	LITTLEJOHN, ALEXANDER	LITTLEJOHN, ALEXANDER	Alexander Littlejohn
2980	LITTLEJOHN, ISABELLA	LITTLEJOHN, ISABELLA	Isabella Littlejohn
2981	LIVERPOOL, 2ND EARL OF, see Hon. Robert Jenkinson	LIVERPOOL, 2ND EARL OF	2nd Earl Of Liverpool
2982	LIVINGSTON, PHILIP (1740-1810), American, e. s. of Peter Van Brugh Livingston; m. 1790 Cornelia Van Horn.	LIVINGSTON, PHILIP	Philip Livingston
2983	LIVINGSTON	LIVINGSTON	Livingston
2984	LLOYD, GEN. HENRY HUMPHREY EVANS (1729-85), mercenary, military historian; b. in Wales; capt. in Young Pretender's service 1745; in French, Austrian and Prussian service 1747- 72; maj.-gen. in Russian service 1772-4; wrote History of the Late War in Germany [1766] and Political and Military Rhapsody [1795].	LLOYD, GEN. HENRY HUMPHREY EVANS	Gen. Henry Humphrey Evans Lloyd
2985	LLOYD, DR PHILIP (c.1729-90), s. of Philip Lloyd of Greenwich; Ch.Ch. Oxf. 1746; DD 1763; preb. of Westminster 1763-5; Dean of Norwich 1765-90.	LLOYD, DR PHILIP	Dr Philip Lloyd
2986	LLOYD, P.	LLOYD, P.	P. Lloyd
2987	LLOYD, THOMAS (c.1701-45)	LLOYD, THOMAS	Thomas Lloyd
2988	LLOYD, THOMAS	LLOYD, THOMAS	Thomas Lloyd
2989	LLOYD, WILLIAM, probably the 'artist and antiquary' William Lloyd of Beaconsfield, d. 1768, who formed at Rome a notable collection of Italian pictures and statuary 'with the assistance and advice of the celebrated Cavaceppi'; his collection was bought by Edmund Burke and sold on Burke's death (Christie's, 5 Jun. 1812; Corr.of Edmund Burke, 2:7).	LLOYD, WILLIAM, probably the	William Lloyd
2990	LLOYD, agent for Sir Thomas Lombe, a London merchant.	LLOYD, agent for Sir Thomas Lombe, a London merchant.	Lloyd
2991	LLOYD, 'a son of Sir Richard Lloyd's the solicitor general'; probably Richard Savage Lloyd, c.1730-1810, educ. Eton and St John's Camb. 1748; M. Temple; MP 1759-68.	LLOYD,	A Son Of Sir Richard Lloyd's The Solicitor General' Lloyd
2992	LOCH, GEORGE (1749-1788), o. s. of James Loch of Drylaw, Edinburgh; m. 1779 Mary Adam.	LOCH, GEORGE	George Loch
2993	LOCK, CHARLES	LOCK, CHARLES	Charles Lock
2994	LOCK, CHARLES (1770-1804), 2nd s. of William Lock of Norbury, Surr.; m. 1795 Cecilia Margaret Ogilvie (1775-1824); cons. Naples 1799-1801, Cairo 1804; d. Malta.	LOCK, CHARLES	Charles Lock
2995	LOCK, DANIEL (c.1682-1754), architect; Trin. Camb. 1699; MA 1706.	LOCK, DANIEL	Daniel Lock
2996	LOCK, JOHN	LOCK, JOHN	John Lock
2997	LOCK, ROBERT, see Thomas Lewis	LOCK, ROBERT	Robert Lock
2998	LOCK, WILLIAM (1732-1810), collector and patron, of Norbury Park, Surr.; m. 1767 Frederica Augusta Schaub.	LOCK, WILLIAM	William Lock
2999	LOCK, WILLIAM (1767-1847), amateur painter, of Norbury, Surr., e. s. of William Lock of Norbury Park; studied under Fuseli; m. 1800 Elizabeth Jennings, dau. of Henry Constantine Jennings; d. Paris.	LOCK, WILLIAM	William Lock
3000	LOCK, MRS	LOCK, MRS	Mrs Lock
3001	LOCK	LOCK	Lock
3002	LOCKART, F.	LOCKART, F.	F. Lockart
3003	LOCKART, WILLIAM, see Thomas Clarke	LOCKART, WILLIAM	William Lockart
3004	LOCKHART, GEORGE (1700-61), Jacobite, s. of George Lockhart (1673-1731) of Carnwarth; m. 1726 Fergusia Wishart.	LOCKHART, GEORGE	George Lockhart
3005	LOCKHART, GEORGE (1726-61), e. s. of George Lockhart (1700-61) of Carnwath; aide-de-camp to the Young Pretender; escaped to France after the 1745 rebellion.	LOCKHART, GEORGE	George Lockhart
3006	LOCKHART, GEN. JAMES (1727-90), 2nd s. of George Lockhart (1700-61) of Carnwath; B. of the Roman Empire, Kt. of the Order of Maria Theresa, chamberlain and maj.-gen. in the Imperial service; m. 1 [or 2] Mathilda (c.1744- 69), 3 1785 Annabella Crawford; d. Pisa.	LOCKHART, GEN. JAMES	Gen. James Lockhart
3007	LOCKMAN, G.	LOCKMAN, G.	G. Lockman
3008	LOFTUS	LOFTUS	Loftus
3009	LOMBARD, DANIEL, possibly Daniel Lombard, 1678-1746, e. s. of Rev. John Lombard, French minister at Anjou; St John's Oxf. 1794; fell. 1697-1718; chapl. to Ps. Sophia in Hanover 1701, and to Ps. of Wales 1714.	LOMBARD, DANIEL, possibly Daniel Lombard, 1678-1746, e. s. of Rev. John Lombard, French minister at Anjou	Daniel Lombard
3010	LOMBE, JOHN (c.1693-1722), yr. s. of Henry Lombe, weaver, of Norwich.	LOMBE, JOHN	John Lombe
3011	LOMBE, JOHN (c.1731-1817), see John Hase	LOMBE, JOHN	John Lombe
3012	LONG, CHARLES (d. 1783), yr. s. of Sir Robert Long, 6th Bt. of Draycot Cerne, Wilts; m. Hannah Phipps; d. Rome.	LONG, CHARLES	Charles Long
3013	LONG, CHARLES (1760-1838) of Trinton Hall, Suff., s. of Beeston Long of Carshalton, Surr.; Emmanuel Camb. 1779; I.Temple 1779; MP 1789-1826; FRS 1792; m. 1793 Amelia Hume; cr. B. Farnborough 1826; BM Trustee 1812, NG Trustee 1824.	LONG, CHARLES	Charles Long
3014	LONG, DUDLEY (1748-1829), 2nd s. of Charles Long of Hurts Hall, Saxmundham, Suff.; educ. Bury St Edmunds GS and Emmanuel Camb. 1766; L.Inn 1769; MP 1780- 1821; took name of North 1789 and resumed additional name of Long 1812; m. 1802 Hon. Sophia Pelham, dau. of 1st B. Yarborough.	LONG, DUDLEY	Dudley Long
3015	LONG, SIR JAMES, 7TH BT. (1736-94) of Draycot Cerne, Wilts, e. s. of Sir Robert Long; educ. Westminster and Oriel Oxf. 1756; suc. fa. 1767 as 7th Bt.; MP 1762-94; m. 1 1775 Hon. Harriet Bouverie (d. Nov. 1777), dau. of 1st Vct. Folkestone, 2 1785 Ldy. Catherine Windsor, dau. of 4th E. of Plymouth ; suc. to the estates of his uncle 1784 and took additional name of Tylney.	LONG, SIR JAMES, 7TH BT.	Sir James, 7th Bt. Long
3016	LONG, RICHARD	LONG, RICHARD	Richard Long
3017	LONG, SIR ROBERT, 6TH BT. (1705-67) of Draycot Cerne, Wilts, o. surv. s. of Sir James Long; educ. Westminster and Balliol Oxf. 1722; suc. fa. 1729 as 6th Bt.; MP 1734-67; m. 1735 Ldy. Emma Child, dau. of 1st E. Tylney [I]; Dilettanti 1736.	LONG, SIR ROBERT, 6TH BT.	Sir Robert, 6th Bt. Long
3018	LONG	LONG	Long
3019	LONGFORD, THOMAS PAKENHAM, 2ND EARL OF (1774-1835), e. s. of 2nd B. Longford [I]; suc. fa. 1792 as 3rd B. and gd.-mo. Jan. 1794 as 2nd E. of Longford [I]; FSA 1807; KP 1813; m. 1817 Ldy. Georgiana Lygon, dau. of 1st E. Beauchamp; cr. B. Silchester 1821.	LONGFORD, THOMAS PAKENHAM, 2ND EARL OF	Thomas Pakenham, 2nd Earl Of Longford
3020	LONGUEVILLE, TALBOT YELVERTON, 2ND VISCOUNT DE (1690-1731), 1st s. of 1st Vct. de Longueville; suc. fa. 1704 as 2nd Vct.; Ch.Ch. Oxf. 1705; cr. E. of Sussex 1717; FRS 1722; KB, FSA 1725; m. before 1726 Lucy Pelham (d. 1725).	LONGUEVILLE, TALBOT YELVERTON, 2ND VISCOUNT DE	Talbot Yelverton, 2nd Viscount De Longueville
3021	LONSDALE, RICHARD LOWTHER, 2ND VISCOUNT (1692-1713), e. s. of 1st Vct. Lonsdale of Lowther, Westmor.; suc. fa. 1700 as 2nd Vct.; unm.; see Alexander Cunningham.	LONSDALE, RICHARD LOWTHER, 2ND VISCOUNT	Richard Lowther, 2nd Viscount Lonsdale
3022	LORAINE SMITH, CHARLES (1751-1835), amateur painter, of Enderby Hall, Leics., 2nd s. by his 2nd wife of Sir Charles Loraine, 3rd Bt.; suc. to estates of gt.-uncle 1762, taking additional name of Smith 1762; educ. Eton and Christ's Camb. 1767; m. 1781 Elizabeth Skrine; MP 1784-90; hon. exh. RA betw. 1795 and 1806; see Doughty and Hon. Richard Edgcumbe.	LORAINE SMITH, CHARLES	Charles Loraine Smith
3023	LORD	LORD	Lord
3024	LORNE, GEORGE WILLIAM CAMPBELL, MARQUESS OF (1768-1839) of Inverary Castle, Argyll, 1st surv. s. of 5th D. of Argyll [S]; MP 1790-6; sty. M. of Lorne -1806 when suc. fa. as 6th D.; m. 1810 Ldy. Caroline Elizabeth Villiers, dau. of 4th E. of Jersey, div. w. of 1st M. of Anglesey.	LORNE, GEORGE WILLIAM CAMPBELL, MARQUESS OF	George William Campbell, Marquess Of Lorne
3025	LORNE, LORD, see John, 2nd Duke of Argyll	LORNE, LORD	Lord Lorne
3026	LORT, ROGER	LORT, ROGER	Roger Lort
3027	LORT, ROGER (c.1725-56)	LORT, ROGER	Roger Lort
3028	LOVELACE, NEVILL LOVELACE, 6TH BARON (c.1708-36), 2nd s. of 4th B. Lovelace; suc. bro. 1709 as 6th B.; unm.	LOVELACE, NEVILL LOVELACE, 6TH BARON	Nevill Lovelace, 6th Baron Lovelace
3029	LOVELL, REV. TREFUSIS, archdeacon of Derry 1798.	LOVELL, REV. TREFUSIS, archdeacon of Derry 1798.	Rev. Trefusis Lovell
3030	LOVETTT, MAJ.	LOVETTT, MAJ.	Maj. Lovettt
3031	LOW, W., and MR and MRS	LOW, W., and MR and MRS	W. Low
3032	LOWE, MAURITIUS (1746-93), painter; pupil of Cipriani; RA schools 1769; exh. SA 1766-9: RA 1770, 1777-86.	LOWE, MAURITIUS	Mauritius Lowe
3033	LOWTH, ROBERT (1710-87); New Coll. Oxf.; prof. of poetry Oxf. 1741-50; Bp. of St David's 1766, Oxford 1766-77 and London 1777-87; see Lord George Augustus Cavendish.	LOWTH, ROBERT	Robert Lowth
3034	LOWTHER, ANTHONY	LOWTHER, ANTHONY	Anthony Lowther
3035	LOWTHER, HON. ANTHONY (after 1694- 1741), 3rd s. of 1st Vct. Lonsdale of Lowther, Westmor.; MP 1721-41; unm.	LOWTHER, HON. ANTHONY	Hon. Anthony Lowther
3036	LOWTHER, JOHN (1759-1844) of Swillington, Yorks, 2nd s. of Rev. Sir William Lowther; educ. Westminster and Trin. Camb. 1776; MP 1780-90, 1796-1831; m. 1790 Ldy. Elizabeth Fane, dau. of 9th E. of Westmorland; cr. Bt. 1824.	LOWTHER, JOHN	John Lowther
3037	LOWTHER, ROBERT (1741-77), 2nd surv. s. of Robert Lowther, gov. of Barbados; Peterhouse Camb. 1753; MP 1759-61, 1763; unm.	LOWTHER, ROBERT	Robert Lowther
3038	LOWTHER, SIR WILLIAM, 3RD BT. (1727-56) of Marske, Yorks, and Holker Hall, Lancs; e. s. of Sir Thomas Lowther; Clare Camb. 1745; suc. fa. 1745 as 3rd Bt.; MP 1755-6; unm.	LOWTHER, SIR WILLIAM, 3RD BT.	Sir William, 3rd Bt. Lowther
3039	LOWTHER, WILLIAM (d. 1768), maritime official in Tuscany, see John Acton (c.1703-66).	LOWTHER, WILLIAM	William Lowther
3040	LUBBOCK, CHARLES (d. 1797), s. of William Lubbock of Lamas, Norf.	LUBBOCK, CHARLES	Charles Lubbock
3041	LUCAN, CHARLES BINGHAM, 1ST BARON (1735-99), 2nd s. of Sir John Bingham, 5th Bt. of Castlebar, co. Mayo; suc. bro. 1752 as 7th Bt.; m. 1760 Margaret Smith (d. 1814); MP 1761-76 [I], 1782-4; cr. B. Lucan [I] 1776, E. of Lucan [I] 1795.	LUCAN, CHARLES BINGHAM, 1ST BARON	Charles Bingham, 1st Baron Lucan
3042	LUCAS	LUCAS	Lucas
3043	LUCY, CHARLES (1692-after 1758), painter.	LUCY, CHARLES	Charles Lucy
3044	LUCY, GEORGE (c.1714-86), 2nd s. of Foulke Lucy of Charlecote, War; Balliol Oxf.1733.	LUCY, GEORGE	George Lucy
3045	LUCY, JOHN	LUCY, JOHN	John Lucy
3046	LUDENS	LUDENS	Ludens
3047	LUDERS, THEODORE (1753-85), e. s. of Dietrich Magnus Luders of Bath; army officer, cornet 1777, capt. 1783; d. Leghorn.	LUDERS, THEODORE	Theodore Luders
3048	LUMBARDINE, BATHOLOMEW	LUMBARDINE, BATHOLOMEW	Batholomew Lumbardine
3049	LUMISDEN, ANDREW (1720-1801), o. s. of William Lumisden of Edinburgh; trained as an advocate; sec. to Young Pretender, Edinburgh 1745; attainted and escaped to France 1746; Paris 1769-; returned to Scotland 1773; pardoned 1778.	LUMISDEN, ANDREW	Andrew Lumisden
3050	LUMLEY, GEORGE AUGUSTA LUMLEY-SAUNDERSON, VISCOUNT (1753-1807), e. s. of 4th E. of Scarbrough; educ. Eton and King's Camb. 1771; MP 1774-80; sty. Vct. Lumley -1782 when suc. fa. as 5th E.; unm.	LUMLEY, GEORGE AUGUSTA LUMLEY-SAUNDERSON, VISCOUNT	George Augusta Lumley-Saunderson, Viscount Lumley
3051	LUMLEY, HON. RICHARD (c.1688-1740), 1st surv. s. of 1st E. of Scarbrough; educ. Eton and King's Camb. 1703; MP 1708-15; sty. Vct. Lumley 1710-21 when suc. fa. as 2nd E.; army officer, lt.-col. of Hse. 1712, lt.-gen. 1739; KG 1724; unm.	LUMLEY, HON. RICHARD	Hon. Richard Lumley
3052	LUTRIDGE, CHARLES, see Harvey 1794	LUTRIDGE, CHARLES	Charles Lutridge
3053	LUTTRELL, B.	LUTTRELL, B.	B. Luttrell
3054	LUTTRELL, LADY ELIZABETH (d. 1799), dau. of Simon Luttrell (later 1st E. of Carhampton [I]), sis. of Anne, Ds. of Cumberland; distinguished by 'her high-bred superiority of carriage, magnificent style of life, and dissipation'; later years spent in obscurity; d. in Augsburg.	LUTTRELL, LADY ELIZABETH	Lady Elizabeth Luttrell
3055	LUTTRELL, SIMON (1713-87) of Four Oaks, War, and Luttrellstown, co.Dublin, 2nd s. of Henry Luttrell; Dilettanti 1736; m. 1737 Judith Lawes; MP 1755-80; cr. B. Irnham [I] 1768, Vct. Carhampton [I] 1781, and E. of Carhampton [I] 1785.	LUTTRELL, SIMON	Simon Luttrell
3056	LUTTRELL	LUTTRELL	Luttrell
3057	LYMINGTON, JOHN CHARLES WALLOP, VISCOUNT (1767-1853), 1st surv. s. of 2nd E. of Portsmouth; sty. Vct. Lymington -1797 when suc. fa. as 3rd E.; m. 1 1799 Hon. Grace Norton (d. 1813), dau. of 1st B. Grantley, 2 1814 Mary Anne Hanson; insane by 1823.	LYMINGTON, JOHN CHARLES WALLOP, VISCOUNT	John Charles Wallop, Viscount Lymington
3058	LYMINGTON, V.	LYMINGTON, V.	V. Lymington
3059	LYNCH, SIR WILLIAM (c.1730-85) of Wingham, Kent, e. s. of Rev. John Lynch (Dean of Canterbury); St John's Camb. 1748; I.Temple 1749; m. Mary Coke; MP 1762-80; env. Turin 1768-76; KB 1771.	LYNCH, SIR WILLIAM	Sir William Lynch
3060	LYNCH	LYNCH	Lynch
3061	LYNDON, WILLIAM	LYNDON, WILLIAM	William Lyndon
3062	LYNEDOCH, 1ST BARON, see Thomas Graham	LYNEDOCH, 1ST BARON	1st Baron Lynedoch
3063	LYON, THOMAS and daughter, see Lord Langford	LYON, THOMAS and daughter	Thomas And Daughter Lyon
3064	LYSTOR, SIR JOHN	LYSTOR, SIR JOHN	Sir John Lystor
3065	LYTE, HENRY (1727-91) of Somerset; Peterhouse, Camb. 1744; fell. of Queens', Camb. 1749-63; master of the robes and privy purse 1780, and treasurer and sec. 1787 to the P. of Wales.	LYTE, HENRY	Henry Lyte
3066	LYTTELTON, GEORGE (1709-73), miscellaneous writer, e. s. of Sir Thomas Lyttelton, 4th Bt. of Hagley, Worcs; educ. Eton and Ch.Ch. Oxf. 1726; MP 1735-56; m. 1 1742 Lucy Fortescue (d. 1747), 2 1749 Elizabeth Rich; FRS 1744; suc. fa. 1751 as 5th Bt.; BM Trustee 1753-73; cr. B. Lyttelton 1756.	LYTTELTON, GEORGE	George Lyttelton
3067	LYTTELTON, Hon. George Fulke (1763- 1828) of Hagley, Worcs, e. s. of 1st Ld. Lyttelton, B. of Frankley; b. Jamaica; Balliol Oxf. 1781; MP 1790-6, 1797-1800 [I]; suc. fa. 1808 as 2nd B.; unm.	LYTTELTON, Hon. George Fulke	Hon. George Fulke Lyttelton
3068	LYTTELTON, Sir Richard (1718-70) of Little Ealing, Mx., 5th s. of Sir Thomas Lyttelton of Hagley, Worcs; educ. Besançon; army officer, ensign 3rd Ft. 1737, maj.-gen. 1757, lt.-gen. 1759; gov. of Minorca 1762-6; m. 1745 Ldy. Rachel Russell, dau. of 2nd D. of Bedford, wid. of 1st D. of Bridgewater; MP 1747-61; KB 1753.	LYTTELTON, Sir Richard	Sir Richard Lyttelton
3069	LYTTELTON, Hon. Thomas (1744-79) of Hagley, Worcs, o. s of 1st B. Lyttelton; educ. Eton and Ch.Ch. Oxf. 1761; MP 1768-9; m. 1772 Apphia Witts (1743-1840), wid. of Joseph Peach; suc. fa. 1773 as 2nd B.	LYTTELTON, Hon. Thomas	Hon. Thomas Lyttelton
3070	LYTTON	LYTTON	Lytton
3071	MACARTHUR, John, see Samuel Gay	MACARTHUR, John	John Macarthur
3072	MACARTHUR	MACARTHUR	Macarthur
3073	MACARTHY, John Florence (d. 1785)	MACARTHY, John Florence	John Florence Macarthy
3074	MACARTHY	MACARTHY	Macarthy
3075	MACARTNEY, probably George Macartney, 1660-1730, general, mercenary and duellist, who escaped abroad after his involvement in a duel in which the D. of Hamilton and Ld. Mohun were killed; returned to England 1714, to pursue a successful military career.	MACARTNEY, probably George Macartney, 1660-1730, general, mercenary and duellist, who escaped abroad after his involvement in a duel in which the D. of Hamilton and Ld. Mohun were killed	Macartney
3076	MACARTNEY, George Macartney, Baron (1737-1806), diplomat, o. surv. s. of George Macartney of Lissanoure, co.Antrim; Trin. Dublin 1750; L.Inn 1753; Kt. 1764; env. Russia 1764-7; MP 1768-76 [I], 1768-9, 1774-6, 1780-1; m. 1768 Ldy. Jane Stuart, dau. of 3rd E. of Bute [S]; KB 1772; gov. of Grenada 1775-9, Madras 1781-5; cr. B. Macartney [I] 1776, Vct. Macartney [I] 1792, E. Macartney [I] 1794; B. Macartney 1796; FRS 1792; emb. to China 1792-4; gov. of Cape of Good Hope 1796-8; BM Trustee 1801-d.	MACARTNEY, George Macartney, Baron	George Macartney Macartney
3077	MACARTY, see Robert Arbuthnot	MACARTY	Macarty
3078	MACAULAY, George	MACAULAY, George	George Macaulay
3079	MACAULAY, see Sir John Macpherson	MACAULAY	Macaulay
3080	MACAULEY, Alexander	MACAULEY, Alexander	Alexander Macauley
3081	MACCAIN	MACCAIN	Maccain
3082	MACCARRELL, see Maccain	MACCARRELL	Maccarrell
3083	MACCLESFIELD, 2nd Earl of, see Hon George Parker	MACCLESFIELD, 2nd Earl of	2nd Earl Of Macclesfield
3084	MACCLESFIELD, 5th Earl of, see Hon Thomas Parker	MACCLESFIELD, 5th Earl of	5th Earl Of Macclesfield
3085	MACDONAGH	MACDONAGH	Macdonagh
3086	MACDONAL	MACDONAL	Macdonal
3087	MACDONALD, Charles, see Francis Hutchinson	MACDONALD, Charles	Charles Macdonald
3088	MACDONALD, Eleonora, see Daniel Murphy	MACDONALD, Eleonora	Eleonora Macdonald
